city_ascii,lat_us,lng_us,country_foreign,language,English,Spanish,French,Arabic,German,Italian,Portuguese,Dutch
Rochester,41.76,-70.8385,United Kingdom,['English'],True,False,False,False,False,False,False,False
Albany,42.6664,-73.7987,Australia,['English'],True,False,False,False,False,False,False,False
Albany,37.8898,-122.3018,Australia,['English'],True,False,False,False,False,False,False,False
Albany,31.5776,-84.1762,Australia,['English'],True,False,False,False,False,False,False,False
Albany,44.6275,-123.0966,Australia,['English'],True,False,False,False,False,False,False,False
Worcester,42.2705,-71.8079,South Africa,"['Afrikaans', 'English', 'isiXhosa', 'isiZulu', 'Sesotho', 'Setswana', 'siSwati', 'Tshivenda', 'Xitsonga', 'Sepedi', 'isiNdebele']",True,False,False,False,False,False,False,False
Worcester,42.2705,-71.8079,United Kingdom,['English'],True,False,False,False,False,False,False,False
Toledo,41.6639,-83.5822,Spain,['Spanish'],False,True,False,False,False,False,False,False
Greenville,34.8362,-82.3649,Liberia,['English'],True,False,False,False,False,False,False,False
Greenville,35.5956,-77.3768,Liberia,['English'],True,False,False,False,False,False,False,False
Greenville,33.385,-91.0514,Liberia,['English'],True,False,False,False,False,False,False,False
Greenville,33.1116,-96.1099,Liberia,['English'],True,False,False,False,False,False,False,False
Greenville,40.1043,-84.6209,Liberia,['English'],True,False,False,False,False,False,False,False
Greenville,41.4052,-80.3837,Liberia,['English'],True,False,False,False,False,False,False,False
